iter	Passed	Remaining
148	19987	114158
149	20121	114023
150	20254	113882
151	20389	113754
152	20528	113646
153	20667	113535
154	20810	113450
155	20944	113314
156	21080	113192
157	21215	113060
158	21349	112924
159	21481	112776
160	21621	112671
161	21757	112546
162	21895	112434
163	22028	112294
164	22161	112148
165	22292	111999
166	22425	111858
167	22556	111710
168	22693	111588
169	22829	111460
170	22956	111290
171	23084	111125
172	23217	110987
173	23349	110843
174	23481	110699
175	23609	110534
176	23737	110374
177	23872	110240
178	23998	110073
179	24129	109923
180	24260	109773
181	24392	109631
182	24530	109515
183	24672	109416
184	24805	109276
185	24938	109140
186	25076	109023
187	25242	109027
188	25375	108888
189	25509	108750
190	25641	108606
191	25772	108458
192	25906	108324
193	26039	108184
194	26174	108052
195	26306	107910
196	26435	107755
197	26565	107605
198	26699	107468
199	26831	107324
200	26965	107189
201	27099	107056
202	27234	106926
203	27369	106792
204	27501	106653
205	27638	106527
206	27770	106387
207	27898	106229
208	28029	106081
209	28162	105946
210	28293	105798
211	28427	105664
212	28558	105519
213	28688	105369
214	28821	105232
215	28953	105089
216	29094	104981
217	29227	104845
218	29360	104705
219	29490	104555
220	29621	104414
221	29751	104264
222	29886	104132
223	30019	103997
224	30156	103871
225	30290	103736
226	30432	103632
227	30565	103493
228	30694	103343
229	30831	103219
230	30965	103085
231	31094	102935
232	31231	102810
233	31374	102702
234	31504	102557
235	31634	102410
236	31766	102269
237	31896	102122
238	32028	101982
239	32159	101837
240	32301	101729
241	32432	101585
242	32560	101433
243	32688	101280
244	32820	101141
245	32951	100998
246	33093	100887
247	33218	100726
248	33352	100593
249	33493	100481
250	33623	100335
251	33751	100183
252	33880	100034
253	34013	99898
254	34148	99767
255	34281	99630
256	34419	99508
257	34547	99358
258	34683	99229
259	34819	99101
260	34952	98966
261	35087	98834
262	35219	98695
263	35357	98572
264	35485	98421
265	35613	98272
266	35747	98137
267	35884	98012
268	36014	97869
269	36145	97727
270	36280	97596
271	36412	97455
272	36545	97321
273	36674	97173
274	36804	97029
275	36932	96880
276	37061	96734
277	37199	96610
278	37332	96476
279	37470	96352
280	37608	96229
281	37747	96109
282	37881	95976
283	38014	95838
284	38148	95704
285	38282	95572
286	38414	95433
287	38546	95296
288	38680	95161
289	38809	95016
290	38945	94888
291	39078	94752
292	39213	94620
293	39346	94484
294	39480	94351
295	39623	94239
296	39755	94100
297	39893	93976
298	40029	93849
299	40162	93712
300	40301	93591
301	40439	93465
302	40574	93334
303	40710	93206
304	40844	93072
305	40985	92953
306	41119	92820
307	41263	92708
308	41395	92571
309	41538	92455
310	41669	92316
311	41816	92211
312	41953	92082
313	42079	91931
314	42228	91829
315	42364	91700
316	42498	91567
317	42649	91469
318	42792	91352
319	42923	91213
320	43061	91087
321	43203	90969
322	43341	90842
323	43481	90721
324	43622	90600
325	43798	90551
326	43936	90426
327	44079	90309
328	44217	90182
329	44349	90043
330	44487	89916
331	44618	89773
332	44745	89624
333	44874	89480
334	45005	89338
335	45137	89201
336	45274	89070
337	45404	88929
338	45538	88793
339	45672	88658
340	45806	88523
341	45945	88397
342	46083	88271
343	46217	88135
344	46354	88005
345	46487	87869
346	46623	87737
347	46764	87616
348	46900	87485
349	47041	87363
350	47184	87244
351	47320	87113
352	47458	86985
353	47600	86864
354	47742	86742
355	47878	86610
356	48014	86480
357	48157	86361
358	48291	86224
359	48422	86084
360	48554	85945
361	48687	85808
362	48824	85677
363	48958	85542
364	49089	85402
365	49225	85270
366	49363	85141
367	49503	85016
368	49643	84891
369	49774	84751
370	49908	84615
371	50046	84487
372	50180	84351
373	50315	84217
374	50454	84090
375	50592	83962
376	50731	83835
377	50869	83705
378	51002	83568
379	51135	83432
380	51275	83306
381	51408	83168
382	51545	83037
383	51675	82896
384	51803	82751
385	51957	82646
386	52091	82511
387	52225	82376
388	52354	82232
389	52486	82094
390	52617	81954
391	52749	81815
392	52880	81675
393	53014	81540
394	53143	81397
395	53277	81261
396	53412	81127
397	53545	80990
398	53679	80856
399	53818	80728
400	53953	80594
401	54084	80453
402	54216	80315
403	54351	80182
404	54486	80048
405	54616	79906
406	54750	79771
407	54882	79634
408	55024	79509
409	55155	79370
410	55294	79242
411	55425	79102
412	55558	78965
413	55698	78838
414	55842	78717
415	55977	78584
416	56116	78455
417	56249	78318
418	56378	78176
419	56513	78042
420	56643	77901
421	56775	77762
422	56908	77627
423	57041	77490
424	57180	77362
425	57321	77235
426	57454	77099
427	57589	76965
428	57723	76829
429	57859	76697
430	57997	76567
431	58130	76430
432	58263	76294
433	58405	76169
434	58543	76039
435	58679	75907
436	58811	75768
437	58940	75627
438	59077	75495
439	59217	75367
440	59348	75229
441	59480	75090
442	59617	74958
443	59749	74821
444	59881	74684
445	60011	74543
446	60152	74416
447	60287	74282
448	60427	74154
449	60564	74022
450	60702	73892
451	60837	73758
452	60970	73622
453	61112	73496
454	61248	73363
455	61384	73230
456	61522	73100
457	61656	72964
458	61786	72824
459	61919	72688
460	62054	72553
461	62188	72419
462	62324	72285
463	62457	72149
464	62588	72009
465	62720	71873
466	62853	71736
467	62986	71599
468	63116	71459
469	63252	71327
470	63389	71195
471	63523	71059
472	63656	70923
473	63791	70790
474	63922	70651
475	64055	70514
476	64187	70377
477	64326	70248
478	64462	70114
479	64591	69973
480	64724	69837
481	64861	69705
482	64991	69566
483	65121	69426
484	65252	69288
485	65388	69155
486	65522	69020
487	65663	68892
488	65811	68771
489	65947	68638
490	66098	68521
491	66232	68386
492	66370	68255
493	66508	68124
494	66647	67993
495	66776	67853
496	66909	67716
497	67051	67589
498	67189	67458
499	67329	67329
500	67465	67196
501	67608	67069
502	67752	66943
503	67893	66815
504	68044	66696
505	68181	66564
506	68315	66428
507	68454	66297
508	68593	66167
509	68734	66038
510	68881	65915
511	69026	65790
512	69163	65658
513	69307	65532
514	69447	65401
515	69591	65275
516	69729	65144
517	69872	65016
518	70004	64878
519	70135	64740
520	70265	64600
521	70394	64460
522	70525	64322
523	70662	64189
524	70799	64056
525	70932	63919
526	71063	63781
527	71194	63643
528	71329	63508
529	71465	63375
530	71599	63239
531	71731	63101
532	71873	62973
533	72013	62843
534	72148	62708
535	72283	62573
536	72414	62435
537	72544	62296
538	72676	62159
539	72808	62021
540	72939	61884
541	73072	61747
542	73204	61610
543	73336	61473
544	73468	61336
545	73601	61199
546	73733	61062
547	73865	60925
548	73999	60789
549	74133	60654
550	74281	60530
551	74410	60391
552	74538	60250
553	74668	60112
554	74796	59971
555	74927	59834
556	75063	59700
557	75200	59567
558	75338	59435
559	75473	59300
560	75605	59163
561	75737	59026
562	75873	58893
563	76006	58757
564	76135	58617
565	76270	58482
566	76407	58350
567	76539	58213
568	76674	58078
569	76807	57942
570	76940	57806
571	77084	57678
572	77218	57543
573	77349	57405
574	77482	57269
575	77612	57131
576	77750	56998
577	77881	56861
578	78013	56724
579	78146	56588
580	78281	56454
581	78412	56316
582	78546	56181
583	78680	56046
584	78811	55908
585	78942	55771
586	79074	55635
587	79214	55504
588	79344	55365
589	79480	55232
590	79611	55094
591	79741	54956
592	79873	54820
593	80022	54695
594	80151	54556
595	80282	54419
596	80415	54283
597	80563	54158
598	80690	54018
599	80818	53879
600	80947	53740
601	81082	53605
602	81214	53469
603	81341	53329
604	81472	53192
605	81603	53055
606	81738	52921
607	81874	52787
608	82011	52654
609	82143	52517
610	82273	52380
611	82408	52245
612	82539	52108
613	82677	51976
614	82809	51840
615	82940	51703
616	83076	51569
617	83214	51436
618	83349	51302
619	83481	51165
620	83611	51028
621	83740	50890
622	83870	50753
623	84016	50625
624	84147	50488
625	84288	50357
626	84419	50220
627	84551	50084
628	84683	49948
629	84821	49815
630	84952	49678
631	85088	49545
632	85220	49408
633	85351	49272
634	85484	49136
635	85617	49001
636	85748	48864
637	85880	48728
638	86009	48590
639	86139	48453
640	86275	48319
641	86410	48185
642	86544	48050
643	86677	47914
644	86807	47778
645	86939	47641
646	87070	47505
647	87202	47369
648	87337	47234
649	87470	47099
650	87600	46962
651	87736	46828
652	87875	46696
653	88004	46559
654	88133	46421
655	88259	46282
656	88389	46145
657	88516	46007
658	88656	45875
659	88796	45743
660	88930	45608
661	89059	45471
662	89192	45336
663	89325	45201
664	89455	45063
665	89587	44928
666	89710	44788
667	89840	44651
668	89964	44511
669	90090	44372
670	90219	44235
671	90347	44098
672	90482	43963
673	90604	43823
674	90728	43683
675	90853	43545
676	90982	43408
677	91110	43270
678	91237	43133
679	91362	42994
680	91487	42855
681	91619	42719
682	91749	42583
683	91878	42446
684	92012	42312
685	92143	42176
686	92273	42040
687	92401	41902
688	92534	41768
689	92675	41636
690	92808	41501
691	92940	41366
692	93076	41232
693	93210	41098
694	93341	40962
695	93476	40828
696	93608	40693
697	93740	40558
698	93879	40425
699	94017	40293
700	94164	40164
701	94296	40028
702	94438	39897
703	94573	39763
704	94705	39628
705	94836	39492
706	94970	39358
707	95107	39225
708	95241	39090
709	95381	38958
710	95517	38825
711	95654	38691
712	95794	38559
713	95935	38427
714	96080	38297
715	96219	38165
716	96355	38031
717	96489	37897
718	96625	37763
719	96763	37630
720	96898	37496
721	97032	37361
722	97173	37229
723	97307	37095
724	97442	36960
725	97576	36826
726	97713	36692
727	97851	36559
728	97986	36425
729	98118	36290
730	98252	36155
731	98394	36024
732	98527	35889
733	98665	35756
734	98794	35619
735	98939	35489
736	99078	35356
737	99214	35222
738	99351	35089
739	99486	34954
740	99620	34820
741	99755	34685
742	99887	34550
743	100023	34416
744	100161	34283
745	100291	34147
746	100424	34012
747	100555	33876
748	100691	33743
749	100825	33608
750	100958	33473
751	101088	33337
752	101221	33202
753	101354	33067
754	101491	32934
755	101621	32798
756	101751	32662
757	101885	32528
758	102017	32392
759	102153	32258
760	102287	32124
761	102419	31989
762	102553	31854
763	102690	31721
764	102822	31586
765	102956	31451
766	103086	31315
767	103223	31182
768	103357	31047
769	103490	30912
770	103622	30777
771	103758	30643
772	103892	30509
773	104023	30373
774	104159	30239
775	104298	30106
776	104433	29972
777	104564	29837
778	104696	29702
779	104835	29568
780	104975	29436
781	105108	29301
782	105239	29165
783	105374	29031
784	105504	28896
785	105637	28761
786	105770	28626
787	105903	28491
788	106042	28358
789	106176	28224
790	106310	28089
791	106448	27956
792	106582	27821
793	106711	27685
794	106841	27550
795	106972	27415
796	107110	27281
797	107243	27146
798	107373	27011
799	107507	26876
800	107640	26742
801	107775	26607
802	107907	26473
803	108051	26340
804	108188	26207
805	108318	26071
806	108450	25936
807	108586	25802
808	108720	25668
809	108848	25532
810	108980	25397
811	109114	25262
812	109247	25128
813	109379	24993
814	109510	24858
815	109644	24723
816	109784	24590
817	109914	24455
818	110049	24321
819	110195	24189
820	110330	24055
821	110461	23919
822	110596	23785
823	110729	23650
824	110865	23516
825	110990	23380
826	111131	23247
827	111261	23112
828	111390	22976
829	111537	22845
830	111673	22711
831	111809	22576
832	111941	22441
833	112073	22307
834	112199	22171
835	112327	22035
836	112458	21900
837	112586	21764
838	112715	21629
839	112852	21495
840	112987	21361
841	113114	21225
842	113245	21090
843	113374	20955
844	113505	20820
845	113634	20685
846	113779	20552
847	113920	20419
848	114056	20285
849	114202	20153
850	114337	20019
851	114481	19886
852	114624	19753
853	114767	19620
854	114912	19488
855	115055	19355
856	115185	19219
857	115318	19085
858	115451	18950
859	115588	18816
860	115721	18682
861	115862	18548
862	116007	18415
863	116142	18281
864	116275	18147
865	116413	18013
866	116550	17879
867	116691	17745
868	116826	17611
869	116961	17477
870	117097	17342
871	117242	17209
872	117374	17075
873	117507	16940
874	117640	16805
875	117777	16671
876	117916	16537
877	118050	16403
878	118182	16268
879	118319	16134
880	118451	15999
881	118581	15864
882	118713	15729
883	118845	15595
884	118982	15461
885	119120	15327
886	119250	15192
887	119385	15057
888	119514	14922
889	119645	14787
890	119778	14653
891	119909	14518
892	120040	14383
893	120167	14248
894	120297	14113
895	120436	13979
896	120568	13844
897	120704	13710
898	120831	13575
899	120973	13441
900	121106	13306
901	121229	13171
902	121362	13036
903	121504	12903
904	121634	12768
905	121754	12632
906	121885	12497
907	122016	12362
908	122144	12227
909	122266	12092
910	122397	11957
911	122524	11822
912	122648	11687
913	122779	11552
914	122924	11419
915	123053	11284
916	123178	11149
917	123307	11014
918	123433	10879
919	123569	10745
920	123702	10610
921	123828	10475
922	123967	10341
923	124097	10207
924	124226	10072
925	124352	9937
926	124484	9802
927	124615	9668
928	124747	9534
929	124877	9399
930	125004	9264
931	125132	9129
932	125259	8995
933	125388	8860
934	125514	8725
935	125643	8591
936	125772	8456
937	125900	8321
938	126025	8186
939	126156	8052
940	126293	7918
941	126417	7783
942	126539	7648
943	126668	7514
944	126798	7379
945	126932	7245
946	127063	7111
947	127196	6977
948	127327	6842
949	127457	6708
950	127588	6573
951	127721	6439
952	127855	6305
953	127991	6171
954	128127	6037
955	128257	5903
956	128388	5768
957	128519	5634
958	128652	5500
959	128782	5365
960	128917	5231
961	129049	5097
962	129185	4963
963	129314	4829
964	129444	4694
965	129577	4560
966	129709	4426
967	129847	4292
968	129979	4158
969	130113	4024
970	130247	3889
971	130393	3756
972	130522	3621
973	130653	3487
974	130785	3353
975	130922	3219
976	131062	3085
977	131199	2951
978	131332	2817
979	131467	2683
980	131601	2548
981	131741	2414
982	131871	2280
983	132003	2146
984	132140	2012
985	132271	1878
986	132400	1743
987	132535	1609
988	132666	1475
989	132798	1341
990	132925	1207
991	133056	1073
992	133194	938
993	133329	804
994	133465	670
995	133599	536
996	133732	402
997	133874	268
998	134007	134
999	134138	0
