iter	MultiClass
252	0.5148636933
253	0.5137456986
254	0.5127143054
255	0.5115545469
256	0.5107496313
257	0.5098809003
258	0.509226479
259	0.5078954788
260	0.5067967021
261	0.5055792495
262	0.5040626757
263	0.5031579106
264	0.5023031946
265	0.5011800411
266	0.5000326416
267	0.4984542661
268	0.4975412867
269	0.4967410773
270	0.4957303378
271	0.4944603784
272	0.4941779796
273	0.4933290976
274	0.4923455787
275	0.4915555798
276	0.490801279
277	0.4898034574
278	0.4889835184
279	0.4880588611
280	0.4870077477
281	0.4858304113
282	0.4848811395
283	0.4842889345
284	0.4835249136
285	0.4825757554
286	0.4814522304
287	0.4804265968
288	0.4794984654
289	0.478845239
290	0.4777325573
291	0.4766718191
292	0.4759410615
293	0.4752716423
294	0.4743846712
295	0.4735354241
296	0.473346017
297	0.4721492883
298	0.4710324764
299	0.4701306092
300	0.4688516815
301	0.4676690851
302	0.4667956163
303	0.4659203123
304	0.4652904891
305	0.4643349108
306	0.4634006497
307	0.4625407325
308	0.4613718961
309	0.4606662147
310	0.4596860724
311	0.4586401495
312	0.4578395505
313	0.4575006755
314	0.4571260012
315	0.4559433169
316	0.4550445947
317	0.4537672983
318	0.4530640385
319	0.4521841573
320	0.4514224337
321	0.4504315388
322	0.4497374719
323	0.4490001719
324	0.4481383541
325	0.4470655966
326	0.4462068438
327	0.4454269801
328	0.4448412391
329	0.4444825721
330	0.4432461949
331	0.4426246277
332	0.4418918216
333	0.4413643877
334	0.4407380297
335	0.4398959223
336	0.4392032187
337	0.4385502749
338	0.4376854493
339	0.4367177974
340	0.4354659618
341	0.4342857484
342	0.4334145329
343	0.4330574189
344	0.4325157879
345	0.4321293914
346	0.431461503
347	0.4306221109
348	0.4300845312
349	0.4288310867
350	0.4281014817
351	0.4275709866
352	0.4270763998
353	0.4258693913
354	0.4251973145
355	0.4244343736
356	0.4236285338
357	0.422656475
358	0.4221747171
359	0.4215562703
360	0.420952907
361	0.4204966192
362	0.4196409279
363	0.4191289156
364	0.4185163545
365	0.4176952364
366	0.4169377947
367	0.4159285599
368	0.41516206
369	0.4147828521
370	0.4145036035
371	0.4133643746
372	0.4127015376
373	0.4121222637
374	0.4113430972
375	0.4104577431
376	0.4095429534
377	0.4088060103
378	0.4084564006
379	0.4079612688
380	0.4074452134
381	0.4067734984
382	0.4058816673
383	0.4051986232
384	0.4047092171
385	0.4039489462
386	0.4033363143
387	0.4024083687
388	0.4020439266
389	0.4014785575
390	0.4005495767
391	0.3999757161
392	0.3994055518
393	0.3984278434
394	0.3978664477
395	0.3970425796
396	0.3963165916
397	0.3955653883
398	0.3947488265
399	0.3943117915
400	0.3937849682
401	0.3932569888
402	0.3927650087
403	0.392170657
404	0.3916180898
405	0.3911280039
406	0.3905339474
407	0.3900130425
408	0.3888696242
409	0.3882624142
410	0.387181493
411	0.3863634076
412	0.3857933259
413	0.3846900907
414	0.383701487
415	0.3832132137
416	0.3826967069
417	0.3823515357
418	0.3819846567
419	0.3814983002
420	0.3809405052
421	0.3806809183
422	0.3802567395
423	0.37967033
424	0.3786550234
425	0.3779115516
426	0.3775878158
427	0.3770246247
428	0.3767275001
429	0.3761622238
430	0.3754574623
431	0.3748372895
432	0.374127038
433	0.3734632493
434	0.3727793018
435	0.3720027595
436	0.3715068603
437	0.3712524156
438	0.3705228316
439	0.3697413943
440	0.3690916333
441	0.3687231623
442	0.3678948501
443	0.3672031181
444	0.3665335945
445	0.3659630483
446	0.3652910477
447	0.3647293784
448	0.3639311393
449	0.3633657758
450	0.3627729839
451	0.3620703395
452	0.3614916866
453	0.3608122956
454	0.3599526416
455	0.3592937691
456	0.3585026006
457	0.3579144035
458	0.3575319831
459	0.3570979123
460	0.3563651364
461	0.3556787766
462	0.3551266724
463	0.3545306187
464	0.3542500987
465	0.3536172552
466	0.3529757105
467	0.3522642532
468	0.3520073521
469	0.3513698329
470	0.3505277252
471	0.3501271243
472	0.3494084828
473	0.3485032708
474	0.348024014
475	0.3475009998
476	0.346779597
477	0.345892503
478	0.3450865165
479	0.3448443806
480	0.344161028
481	0.3432523848
482	0.3428493745
483	0.3422402375
484	0.341677391
485	0.341104702
486	0.3406019412
487	0.3400666986
488	0.3399304986
489	0.3395008365
490	0.3391405236
491	0.3388581264
492	0.3381123805
493	0.3376012024
494	0.3368327587
495	0.3364918751
496	0.3359063374
497	0.3351662492
498	0.3343414797
499	0.3338009571
500	0.3331526152
501	0.3324869868
502	0.3319829116
503	0.3315587716
504	0.3308145624
505	0.3303336625
506	0.3297399156
507	0.3290637849
508	0.3285564399
509	0.3280527633
510	0.3272754898
511	0.3265474248
512	0.3257451685
513	0.3250963016
514	0.3244619486
515	0.3239109786
516	0.3237828255
517	0.3232330364
518	0.3227656898
519	0.3224445439
520	0.3220071369
521	0.3218514502
522	0.3215018995
523	0.3207106216
524	0.3202192513
525	0.319672345
526	0.3193763869
527	0.3189299639
528	0.318375399
529	0.3178923798
530	0.3174872342
531	0.3171242803
532	0.3166461325
533	0.3160163105
534	0.3155326854
535	0.3148254454
536	0.3144418373
537	0.3139553228
538	0.3135376633
539	0.3131772666
540	0.3127717619
541	0.3122330141
542	0.3119735126
543	0.3116630216
544	0.3113382478
545	0.3106650931
546	0.3102955662
547	0.3098732429
548	0.3093148752
549	0.3087832431
550	0.3085859474
551	0.3081662555
552	0.3078549443
553	0.3073702867
554	0.3071551852
555	0.3068794098
556	0.3060165299
557	0.3054138374
558	0.3047163236
559	0.3042748682
560	0.3036977979
561	0.30314993
562	0.3025748743
563	0.3021444163
564	0.3019216688
565	0.3013324672
566	0.3006242233
567	0.3002207127
568	0.2996462252
569	0.2992114388
570	0.2986506599
571	0.2982237875
572	0.2977816008
573	0.2973002861
574	0.296874143
575	0.2964102029
576	0.2958242
577	0.2953201698
578	0.2949203277
579	0.2945370753
580	0.293904856
581	0.2935126529
582	0.2931335674
583	0.2928869311
584	0.2925762779
585	0.2921162894
586	0.2916691781
587	0.2911357826
588	0.2907069
589	0.2903422374
590	0.2898985941
591	0.2895071619
592	0.2889927968
593	0.2882988447
594	0.2878825184
595	0.2876162923
596	0.2872060317
597	0.2866322764
598	0.2861634765
599	0.2857589061
600	0.2854476133
601	0.2848682604
602	0.2845009807
603	0.284297255
604	0.2839315203
605	0.283659019
606	0.2832216405
607	0.2828762561
608	0.282361064
609	0.2818906204
610	0.2814763406
611	0.2807584909
612	0.28040219
613	0.2796820152
614	0.2793660806
615	0.2790012926
616	0.2783508317
617	0.277641647
618	0.2772396279
619	0.276877103
620	0.2764211979
621	0.2761611811
622	0.2758318994
623	0.2754592828
624	0.2750469277
625	0.2748345426
626	0.2744399523
627	0.2740195122
628	0.2737956355
629	0.2733069534
630	0.2728855407
631	0.2722342839
632	0.2719095034
633	0.2715853808
634	0.2711729217
635	0.2707556623
636	0.2704575469
637	0.2701567127
638	0.2699617982
639	0.2695718173
640	0.268857102
641	0.2682728295
642	0.2677108546
643	0.2673745144
644	0.2670168502
645	0.2666453777
646	0.2661180386
647	0.2658118081
648	0.2654080331
649	0.2650274077
650	0.2646893854
651	0.2641865091
652	0.2636079821
653	0.2633550408
654	0.2629340421
655	0.262647254
656	0.2621778327
657	0.2618609505
658	0.2614030451
659	0.2609254114
660	0.2605110624
661	0.2602623052
662	0.2596618877
663	0.2590826603
664	0.2585974813
665	0.2581699932
666	0.2577431849
667	0.2575363315
668	0.2571587041
669	0.2569308428
670	0.2566720237
671	0.2562706664
672	0.2557721022
673	0.2553893781
674	0.255156731
675	0.2548590978
676	0.2544392371
677	0.2541457936
678	0.2537290742
679	0.253528516
680	0.2532553246
681	0.2530234928
682	0.2528630852
683	0.2526020146
684	0.251992019
685	0.2515695743
686	0.2512196168
687	0.2509539368
688	0.2506627401
689	0.2501590835
690	0.2499719259
691	0.2497021827
692	0.2492599635
693	0.2488010452
694	0.2484838977
695	0.2479798947
696	0.2476597149
697	0.2474004566
698	0.2469790611
699	0.2465660186
700	0.246236634
701	0.2459745772
702	0.2453759163
703	0.2451779677
704	0.2448475134
705	0.2445241376
706	0.2442585817
707	0.243730647
708	0.2433983313
709	0.2428734832
710	0.2425104853
711	0.2421121528
712	0.2418372482
713	0.2413484279
714	0.2409671676
715	0.2405888087
716	0.2402739022
717	0.2400089446
718	0.2397463745
719	0.2393235136
720	0.239073899
721	0.2387125413
722	0.2384347165
723	0.2381847669
724	0.2378365148
725	0.2375463354
726	0.2371278371
727	0.2368326307
728	0.2365809597
729	0.2363351227
730	0.2360417901
731	0.2356557882
732	0.235353107
733	0.2348613342
734	0.2346509181
735	0.234282124
736	0.2338813379
737	0.2335828673
738	0.2331144102
739	0.2328004198
740	0.2325115819
741	0.2322136032
742	0.2320338838
743	0.2316691287
744	0.2312736748
745	0.2310126416
746	0.2307424661
747	0.2304899527
748	0.2299494584
749	0.2297244522
750	0.2293095546
751	0.2290350028
752	0.228649476
753	0.2284287833
754	0.2280732407
755	0.2277954924
756	0.2275459027
757	0.2272397974
758	0.2269286946
759	0.2264521585
760	0.226220181
761	0.2259809708
762	0.2256939182
763	0.2253297752
764	0.2250000428
765	0.2246426658
766	0.2244124135
767	0.2241143684
768	0.2238810042
769	0.223600133
770	0.2233791937
771	0.2230038233
772	0.2226481737
773	0.2223707583
774	0.2219965209
775	0.2215227467
776	0.22107908
777	0.2208252748
778	0.2204636937
779	0.2200965379
780	0.2197558627
781	0.2195305112
782	0.2191788441
783	0.2189473694
784	0.2187219362
785	0.2182522485
786	0.2178491465
787	0.2175664081
788	0.217191419
789	0.2168602211
790	0.2165406328
791	0.2161779609
792	0.2158838035
793	0.2156610615
794	0.2154685424
795	0.2153279287
796	0.2148655558
797	0.2146374536
798	0.2144164168
799	0.2141844322
800	0.2138215641
801	0.2136239897
802	0.2134076078
803	0.2131018849
804	0.2128240578
805	0.21270961
806	0.2123494555
807	0.2120309423
808	0.2117866592
809	0.2115976605
810	0.2114179053
811	0.2112460946
812	0.2109483071
813	0.2107258735
814	0.2104592659
815	0.2102496052
816	0.209967627
817	0.2098037769
818	0.2094846163
819	0.2091359637
820	0.2087736902
821	0.2085436712
822	0.2082766616
823	0.2079920458
824	0.2076111929
825	0.2073776351
826	0.2069556001
827	0.2066768015
828	0.2063629646
829	0.205880209
830	0.2055496938
831	0.205031346
832	0.2048698303
833	0.2046174024
834	0.2043944183
835	0.2041654651
836	0.204046372
837	0.2038109416
838	0.2036067515
839	0.2032767107
840	0.2029085133
841	0.2026763637
842	0.2024258613
843	0.2021994323
844	0.2016942103
845	0.2014147668
846	0.2012262609
847	0.2008842629
848	0.2006921679
849	0.2003361868
850	0.2001248715
851	0.1997236782
852	0.1994732292
853	0.1991950456
854	0.198783293
855	0.1983714355
856	0.1982093589
857	0.1978525006
858	0.1975845231
859	0.1972847227
860	0.1971147391
861	0.1968952422
862	0.1965373336
863	0.1963560208
864	0.1961828191
865	0.1958892178
866	0.1955976208
867	0.195291641
868	0.1950546008
869	0.1948018855
870	0.1945879335
871	0.1942525492
872	0.194025502
873	0.1938711042
874	0.1936492099
875	0.1933292859
876	0.1930088718
877	0.1927351576
878	0.1925116439
879	0.1922529265
880	0.1920624878
881	0.1919846528
882	0.1918164245
883	0.1915676013
884	0.1913082732
885	0.1909443216
886	0.1907473064
887	0.190566171
888	0.1903703317
889	0.1900840793
890	0.1899323829
891	0.1897997525
892	0.1895472146
893	0.1894855219
894	0.1893209037
895	0.1887835598
896	0.1885527532
897	0.1881576858
898	0.1880067531
899	0.1877944212
900	0.1874666181
901	0.1873695387
902	0.1869851562
903	0.1866129817
904	0.1863327447
905	0.1862060343
906	0.1858804903
907	0.1855605657
908	0.1853673196
909	0.1853237499
910	0.1850385746
911	0.1849311544
912	0.1847472868
913	0.1844474428
914	0.1841121257
915	0.1838595671
916	0.1836992261
917	0.1834026446
918	0.1832510928
919	0.1830040817
920	0.1827726373
921	0.1825363996
922	0.1822694624
923	0.1819762637
924	0.1816999879
925	0.1814976432
926	0.1812365308
927	0.1809669395
928	0.1807493518
929	0.1805098595
930	0.1803701337
931	0.1801819538
932	0.1799884112
933	0.1797734068
934	0.1795739284
935	0.1792410014
936	0.1790342182
937	0.1788234473
938	0.1786435491
939	0.1782983891
940	0.1779141206
941	0.1777493343
942	0.1776078456
943	0.1773658451
944	0.1770664415
945	0.1767634439
946	0.176547342
947	0.1763468624
948	0.1761205353
949	0.1758750541
950	0.175639063
951	0.1753524659
952	0.1751941818
953	0.1748470781
954	0.174478723
955	0.1742359983
956	0.1740606829
957	0.1738638946
958	0.1736551402
959	0.1734401306
960	0.1731136162
961	0.1728294595
962	0.1725075281
963	0.1724218637
964	0.172258274
965	0.1720359246
966	0.1718175357
967	0.1714744252
968	0.1712396355
969	0.1710186203
970	0.1707434464
971	0.1703938553
972	0.1701938985
973	0.1700813882
974	0.1698837668
975	0.1695901168
976	0.169289025
977	0.1689388251
978	0.1687042615
979	0.1684399157
980	0.1681544529
981	0.1679405249
982	0.167809039
983	0.1675426261
984	0.1673326202
985	0.1672188628
986	0.16700997
987	0.1668136685
988	0.1666273321
989	0.1664911752
990	0.1663894348
991	0.1661837614
992	0.1658356039
993	0.165590598
994	0.1654139603
995	0.1651075674
996	0.1649134776
997	0.1646822157
998	0.1644829943
999	0.1642838102
