iter	Passed	Remaining
387	51169	80711
388	51296	80570
389	51427	80437
390	51556	80301
391	51686	80167
392	51817	80034
393	51951	79904
394	52078	79765
395	52210	79634
396	52346	79508
397	52482	79383
398	52616	79254
399	52750	79125
400	52882	78993
401	53012	78859
402	53142	78725
403	53275	78593
404	53405	78459
405	53534	78323
406	53667	78193
407	53796	78058
408	53925	77921
409	54053	77783
410	54190	77659
411	54318	77522
412	54445	77384
413	54578	77253
414	54710	77122
415	54840	76987
416	54968	76850
417	55107	76728
418	55253	76615
419	55388	76489
420	55517	76353
421	55641	76210
422	55777	76084
423	55906	75948
424	56042	75821
425	56179	75697
426	56309	75563
427	56444	75435
428	56573	75299
429	56705	75167
430	56841	75041
431	56972	74908
432	57105	74777
433	57240	74649
434	57380	74529
435	57509	74392
436	57649	74271
437	57774	74130
438	57904	73995
439	58034	73862
440	58165	73729
441	58301	73602
442	58434	73472
443	58572	73347
444	58702	73213
445	58839	73087
446	58970	72954
447	59100	72820
448	59237	72694
449	59370	72563
450	59504	72434
451	59638	72305
452	59777	72181
453	59913	72054
454	60047	71925
455	60177	71790
456	60310	71660
457	60441	71526
458	60567	71387
459	60698	71254
460	60833	71126
461	60969	70998
462	61105	70871
463	61238	70740
464	61369	70608
465	61508	70483
466	61647	70359
467	61782	70231
468	61919	70105
469	62053	69975
470	62187	69845
471	62326	69721
472	62462	69594
473	62596	69463
474	62728	69331
475	62858	69197
476	62997	69072
477	63138	68950
478	63285	68834
479	63411	68696
480	63540	68560
481	63669	68425
482	63798	68289
483	63936	68163
484	64067	68030
485	64205	67904
486	64340	67775
487	64483	67654
488	64616	67523
489	64756	67400
490	64886	67265
491	65021	67136
492	65161	67012
493	65296	66882
494	65429	66751
495	65563	66620
496	65697	66491
497	65834	66363
498	65968	66232
499	66099	66099
500	66230	65966
501	66369	65840
502	66495	65702
503	66636	65579
504	66778	65455
505	66911	65324
506	67047	65195
507	67185	65069
508	67315	64935
509	67455	64809
510	67593	64683
511	67728	64553
512	67866	64427
513	68003	64298
514	68139	64169
515	68280	64045
516	68428	63928
517	68568	63803
518	68706	63676
519	68855	63559
520	68998	63436
521	69134	63306
522	69279	63185
523	69443	63081
524	69581	62954
525	69728	62835
526	69868	62709
527	70004	62579
528	70135	62445
529	70262	62308
530	70395	62175
531	70539	62053
532	70684	61932
533	70824	61806
534	70967	61682
535	71106	61555
536	71241	61424
537	71373	61291
538	71511	61163
539	71642	61028
540	71779	60900
541	71922	60775
542	72057	60645
543	72191	60513
544	72329	60385
545	72463	60253
546	72594	60119
547	72729	59988
548	72865	59858
549	73003	59729
550	73138	59599
551	73271	59466
552	73405	59334
553	73537	59201
554	73667	59066
555	73796	58930
556	73930	58799
557	74066	58669
558	74203	58539
559	74333	58404
560	74465	58271
561	74597	58138
562	74732	58007
563	74865	57874
564	74995	57739
565	75130	57608
566	75271	57482
567	75405	57350
568	75546	57224
569	75691	57100
570	75820	56965
571	75951	56831
572	76089	56701
573	76225	56571
574	76360	56440
575	76494	56308
576	76628	56176
577	76762	56044
578	76894	55911
579	77027	55778
580	77169	55652
581	77300	55518
582	77433	55385
583	77568	55254
584	77697	55118
585	77829	54985
586	77959	54850
587	78091	54717
588	78223	54584
589	78357	54451
590	78500	54326
591	78639	54197
592	78774	54065
593	78911	53936
594	79040	53800
595	79180	53672
596	79311	53538
597	79441	53403
598	79572	53269
599	79705	53136
600	79839	53004
601	79977	52875
602	80123	52751
603	80256	52618
604	80400	52493
605	80535	52361
606	80669	52229
607	80807	52099
608	80936	51963
609	81073	51833
610	81212	51704
611	81357	51579
612	81495	51449
613	81627	51316
614	81757	51181
615	81885	51045
616	82021	50914
617	82155	50782
618	82284	50646
619	82414	50512
620	82547	50379
621	82677	50244
622	82808	50110
623	82937	49975
624	83065	49839
625	83191	49702
626	83320	49567
627	83451	49433
628	83576	49295
629	83704	49159
630	83836	49026
631	83971	48894
632	84103	48761
633	84239	48630
634	84382	48503
635	84514	48369
636	84648	48237
637	84784	48106
638	84913	47971
639	85046	47838
640	85184	47708
641	85312	47573
642	85441	47437
643	85572	47303
644	85699	47168
645	85828	47033
646	85956	46897
647	86084	46761
648	86215	46627
649	86343	46492
650	86476	46359
651	86606	46225
652	86740	46093
653	86865	45956
654	86994	45821
655	87120	45685
656	87248	45549
657	87379	45416
658	87509	45281
659	87639	45147
660	87770	45013
661	87895	44877
662	88030	44745
663	88158	44610
664	88285	44474
665	88412	44338
666	88538	44203
667	88665	44067
668	88791	43931
669	88917	43794
670	89046	43660
671	89174	43525
672	89308	43393
673	89436	43258
674	89563	43123
675	89697	42991
676	89829	42857
677	89961	42725
678	90092	42591
679	90221	42457
680	90349	42322
681	90482	42189
682	90609	42054
683	90739	41920
684	90873	41788
685	91001	41653
686	91128	41518
687	91259	41385
688	91387	41250
689	91522	41118
690	91653	40985
691	91791	40855
692	91926	40723
693	92059	40591
694	92187	40456
695	92315	40321
696	92446	40188
697	92579	40055
698	92705	39920
699	92832	39785
700	92961	39651
701	93088	39516
702	93220	39383
703	93355	39251
704	93491	39120
705	93620	38986
706	93753	38853
707	93882	38719
708	94012	38586
709	94144	38453
710	94273	38319
711	94405	38186
712	94533	38052
713	94664	37918
714	94797	37786
715	94930	37653
716	95063	37521
717	95193	37387
718	95325	37255
719	95457	37122
720	95586	36988
721	95716	36854
722	95846	36721
723	95977	36588
724	96105	36453
725	96234	36319
726	96366	36187
727	96493	36052
728	96623	35919
729	96750	35784
730	96892	35655
731	97028	35523
732	97159	35390
733	97287	35256
734	97413	35121
735	97542	34988
736	97675	34855
737	97805	34722
738	97937	34589
739	98065	34455
740	98194	34321
741	98321	34187
742	98448	34052
743	98578	33919
744	98707	33785
745	98841	33653
746	98975	33521
747	99102	33387
748	99233	33254
749	99362	33120
750	99488	32986
751	99617	32852
752	99743	32717
753	99873	32584
754	100004	32451
755	100132	32317
756	100263	32184
757	100389	32050
758	100521	31917
759	100651	31784
760	100783	31652
761	100911	31518
762	101039	31384
763	101164	31249
764	101292	31116
765	101419	30982
766	101543	30846
767	101671	30713
768	101799	30579
769	101931	30447
770	102060	30313
771	102199	30183
772	102331	30050
773	102466	29919
774	102604	29788
775	102734	29655
776	102867	29523
777	103000	29390
778	103129	29257
779	103265	29126
780	103398	28994
781	103532	28861
782	103664	28729
783	103799	28597
784	103936	28466
785	104071	28334
786	104207	28203
787	104342	28071
788	104474	27939
789	104606	27806
790	104734	27673
791	104869	27541
792	105002	27409
793	105135	27276
794	105271	27145
795	105406	27013
796	105541	26881
797	105671	26749
798	105806	26617
799	105933	26483
800	106065	26350
801	106189	26216
802	106317	26082
803	106447	25949
804	106574	25816
805	106700	25682
806	106830	25549
807	106962	25416
808	107092	25283
809	107220	25150
810	107351	25017
811	107480	24884
812	107611	24751
813	107737	24618
814	107866	24485
815	107996	24352
816	108127	24219
817	108264	24088
818	108392	23954
819	108517	23820
820	108647	23688
821	108775	23554
822	108902	23421
823	109036	23289
824	109168	23156
825	109297	23023
826	109434	22892
827	109565	22759
828	109695	22627
829	109829	22495
830	109956	22361
831	110096	22230
832	110232	22099
833	110367	21967
834	110501	21835
835	110632	21702
836	110761	21570
837	110894	21437
838	111027	21305
839	111160	21173
840	111294	21041
841	111422	20908
842	111553	20775
843	111688	20643
844	111822	20511
845	111956	20379
846	112086	20247
847	112214	20113
848	112347	19981
849	112482	19849
850	112613	19717
851	112750	19585
852	112883	19453
853	113018	19321
854	113155	19190
855	113290	19058
856	113421	18925
857	113555	18793
858	113689	18661
859	113826	18529
860	113955	18397
861	114088	18264
862	114225	18133
863	114357	18000
864	114490	17868
865	114623	17736
866	114756	17603
867	114892	17472
868	115026	17340
869	115158	17207
870	115289	17075
871	115422	16942
872	115557	16810
873	115703	16680
874	115834	16547
875	115968	16415
876	116098	16282
877	116226	16149
878	116353	16016
879	116483	15884
880	116611	15751
881	116743	15618
882	116874	15486
883	117007	15353
884	117135	15220
885	117267	15088
886	117396	14955
887	117524	14822
888	117655	14690
889	117783	14557
890	117915	14425
891	118042	14292
892	118175	14159
893	118300	14026
894	118425	13893
895	118556	13760
896	118686	13628
897	118818	13496
898	118948	13363
899	119082	13231
900	119216	13099
901	119345	12966
902	119479	12834
903	119607	12701
904	119742	12569
905	119877	12437
906	120005	12304
907	120133	12172
908	120263	12039
909	120385	11906
910	120514	11773
911	120639	11640
912	120768	11508
913	120910	11376
914	121038	11244
915	121168	11111
916	121296	10978
917	121434	10847
918	121562	10714
919	121694	10582
920	121836	10450
921	121975	10318
922	122109	10186
923	122240	10054
924	122374	9922
925	122504	9789
926	122637	9657
927	122769	9525
928	122901	9392
929	123029	9260
930	123154	9127
931	123281	8994
932	123420	8863
933	123554	8730
934	123687	8598
935	123819	8466
936	123948	8333
937	124091	8202
938	124222	8069
939	124353	7937
940	124495	7805
941	124627	7673
942	124758	7541
943	124889	7408
944	125020	7276
945	125145	7143
946	125274	7011
947	125406	6878
948	125537	6746
949	125669	6614
950	125815	6482
951	125949	6350
952	126084	6218
953	126224	6086
954	126361	5954
955	126492	5821
956	126625	5689
957	126753	5557
958	126890	5424
959	127020	5292
960	127150	5160
961	127279	5027
962	127419	4895
963	127545	4763
964	127670	4630
965	127800	4498
966	127948	4366
967	128083	4234
968	128214	4101
969	128342	3969
970	128480	3837
971	128609	3704
972	128734	3572
973	128866	3439
974	128993	3307
975	129118	3175
976	129251	3042
977	129383	2910
978	129511	2778
979	129644	2645
980	129774	2513
981	129905	2381
982	130032	2248
983	130159	2116
984	130290	1984
985	130419	1851
986	130550	1719
987	130679	1587
988	130806	1454
989	130934	1322
990	131059	1190
991	131187	1057
992	131312	925
993	131439	793
994	131567	661
995	131693	528
996	131822	396
997	131952	264
998	132082	132
999	132215	0
